Tid,Label,tweet
1655844,1,Mute it hoe.
1655845,1,Mutes pussy.. And ***** and ***** smh
1655846,2,Muzzled pit bull with throat slit found on side of road in PA http://t.co/fis8QNvlXu via @examinercom HIDEOUS ABUSE THROAT SLIT LEFT TO DIE
1655847,1,"My ""sister"" use to walk the blade EVERYNIGHT so the way I see it that bitch don't have NO PLACE to try &amp; tell me wtf I should &amp; shouldnt do"
1655848,1,My 2014 saying is bitch go get yo nigga hoe cuz I'm gonna beat yo ass just like am gonna beat nigga bitch go get yo nigga
1655849,1,My Fantasy reign starts today! Got pussy nigga Los up first lmao...cmon Seattle D cut upppppp!!!
1655850,2,"My Hawaiian thought of the day, No Aloha for muzzie pigs, EVER!"
1655851,1,My Instagram is being a bitch and telling me I can't follow this person fuck this
1655852,1,My Instagram song ain't bout me postin pictures it's about how hoes not allowed to post pictures of me and I ain't posting none of them &#128076;
1655853,1,My Lil cousin been locked up for 2 years for beating a bitch with. Metal bucket
1655854,1,"My Moor friends,no not black friends,but Moor friends said Nigger came from Nigeria...You are so lost..Stop tagging me..."
1655855,2,"My Oriental Gallery Blog: The New Land of Free Enterprise http://t,co/pz55t90Z"
1655856,1,My Ralph Lauren jacket comes tomorrow. Im giving out free hugs so these bitches can know what high quality fabric feels like.
1655857,1,My True life episode comes on later on tonight at 8pm central time. True Life: I wanna be a tranny.
1655858,2,My Twitter app is poo trash.
1655859,0,My advice of the day: If your a tranny.....go fuck your self! http://t.co/W5G2zhZkU6
1655860,1,My alarm clock should be $$$ callin lol wake yo ass up and get this money bitch !
1655861,2,"My arguement with she's the baddest white girl is ""she's trash"".Her argurment with she's trash is ""But she's paid""...."
1655862,1,My asshole credentials? Even rednecks hate me.
1655863,1,My aunt said I'm handsome fuck you hoes
1655864,2,My auto correct makes me sound so FOB
1655865,1,My baby Lexy. She is a whole ain't shit bitch in the winter. Sorry ass RWD that's her only flaw. Still love you tho http://t.co/5UGfhrdrxT
1655866,2,My baby boy asleep with my monkey that I had since I was little! I love my son so much! http://t.co/ioSARfS3rO
1655867,2,My baby guinea pig is so cute #Adorable
1655868,1,My bad dawg. That's yo hoe &#128564;
1655869,1,My bad. That was about @LIPSDRIPRUBIES RT @VofD: Why bitches act like I CAN'T READ or like words don't have a meaning.
1655870,1,My bae said u bitches watch y'all mouth lmao
1655871,1,My barber not bein able to cut my hair yesterday really prevented me from goin to the club and gettin mad bitches b he owe me 3 free cuts
1655872,0,My best friend loves Justin beiber what a fag &#128557;&#128514;&#128557; @Cryystalina
1655873,2,My best friend says I don't need to be in love right now .... he thinks its too soon to love monkey....
1655874,1,My bestfriend is the BIGGEST bitch I know. That's why we are best friends lol.
1655875,2,My bf @iamthedannibal loves crows. Thought he might enjoy the last tweet!
1655876,2,My bird got a headache &#128527;&#128530;
1655877,1,My bitch &#128540; http://t.co/2v4VsPamrU
1655878,1,My bitch Remy stuck in 06 &#128557;
1655879,1,My bitch ass buddy pmo
1655880,1,My bitch ass like an allergic reaction she service my faction
1655881,1,My bitch bad
1655882,1,My bitch bad like Brittany but I wish I had Brittany
1655883,1,My bitch bad lookin like a bag of laundry
1655884,1,"My bitch bad piece, yo bitch got bad feet &#128514;&#128514;"
1655885,1,"My bitch bad, she from the islands."
1655886,1,My bitch bre been ina good mood they free'd her young hogg &#128175;
1655887,1,My bitch can be anything except average
1655888,1,My bitch cold not average you couldn't fuck my last bitch
1655889,1,My bitch cold not average. You couldn't fuck my last bitch &#128530;&#9995;&#128514;
1655890,1,"My bitch educated, had her clients pay the payments"
1655891,1,My bitch from magic city she shaking ass &amp; titties http://t.co/LPFjVIWrQn
1655892,1,My bitch get on my nerves
1655893,1,My bitch gotta be as fly as me if not flyer
1655894,1,My bitch pussy got hella powers
1655895,1,"My bitch pussy multi-purpose, it take this dick and hide my dope!"
1655896,1,My bitch say I'm in the dog house FUCK YOU MEAN
1655897,1,My bitch say I'm in the dog house fuck you mean
1655898,1,My bitch was so loaded last night &#128514;&#128514;&#128514;&#128293;&#128168;&#128079;&#128079;&#127867;&#127867;&#127867;&#127867;&#127867;&#127867;&#127867;&#127932;&#127932;&#127932;&#127881;&#127881;&#127880;&#127873;&#127796;&#9728; @Young_Lifted23
1655899,1,My bitch won Ralphy for me. Thanks &#128139; http://t.co/AAKwohDfGv
1655900,1,"My bitch work for chic fil and she says this is not real b ""@Dory: RT TO SAVE A LIFE http://t.co/5d42kQVo50"""
1655901,1,"My bitches are related . They are ""kissing cousins"" . &#128557;&#128557;&#128514;"
1655902,1,My bitches cleaning http://t.co/6cgdXrzO8w
1655903,1,My bitches get them Christians nigga
1655904,1,My bitches not average. Spend money I got it. Ya girl want me she gon get fucked ain't no askin
1655905,1,"My bitches pop that pussy,pop that gum and pop pills"
1655906,2,My black queen dreading my hairs.Thank you Most High for this Moor Queen I asked you for.I want to BE BEtter with her http://t.co/iFmRPJGyIC
1655907,1,My blue flag brite nd ya bitch blowing me like play bagpipes
1655908,1,My boy @RyanBowersOB got the hoes now!
1655909,1,My boyfriend is such a smart ass bitch watch yourself you wear the pants but I fucking unzip them. K.
1655910,1,My brother doesn't know what American horror story is &#128514; bitch you lame ass fuck
1655911,1,My brother is a fucking pussy.
1655912,1,"My brother thincc im playing he keep putting the AC on 60, fuccing wit me I'll break it &amp; we will ALL be in this bitch burning UUUUP &#128293;&#128293;"
1655913,1,My brothers ex was a fat hog man I swear this is the reason why he doesn't have any money or anything right now it's cause of that white hoe
1655914,1,My car so wet My bitch so wet when I drive i car pool
1655915,1,My cat is fighting the street cat carry through the glass in my room. What the hell. #stfu #pussies
1655916,1,"My cat just rolled on me and said ""lets go run a game of 21, bitch"" http://t.co/6kjgd0z1x2"
1655917,1,My cats a bitch niggah.
1655918,1,"My cheapest, broke ass meal? I had some egg noodles but we ain't have no buter, no pepper, nothing. I put syrup on them bitches."
1655919,1,"My clothes are always retro, sexual like im hetro, and I play a bitch like nintendo, takee her for a ride in my benzo.

-@dillyduzit"
1655920,1,"My cousin bio on her Instagram ""light skin, dark skin, brown skin bitches holla at me"" she funny as hell"
1655921,1,My cousin just said these hoes ain't shit. Idk why they want me. I ain't shit either. Got me dying over here lol
1655922,1,My dad goes son of a bitch and just lights a cigarette in the kitchen... Oh&#128514;&#128514;&#128514;&#128514;
1655923,1,My dad is a bitch.
1655924,1,My dad is such a bitch
1655925,1,"My dad just said ""Karl was always the biggest pussy of all 3 of the kids, I'm sorry Karl, but... You're just a pussy"" I love my dad LMFAO"
1655926,1,My dad just told @YourDudeFerg 's dad to text one of their friends and say hashtag pussy. Hahahaha I'm done
1655927,1,"My dad talking about my dogs fetching skills ""I seen that nigga do mad shit, air bud my ass, air pussy"" &#128514;"
1655928,1,"My dad's friend was telling my dad and I about how he ""got some good pussy last night"", and how she was a ""good lay"". It was a real bummer."
1655929,1,"My dads side of the family is ghetto af, my moms side if the family all prim and proper. Haha"
1655930,1,My dawg @ceomiamimike told me it's a must I be @901k2lounge this Saturday ROCKIN that bitch wit Tha&#8230; http://t.co/0NV9cHtwOs
1655931,1,My dick wants some pussy
1655932,1,"My dick, your bitch on it."
1655933,0,My doctor tonight is such a miserable cunt. Even my nurse is pissed off. She's been here since 7PM and hasn't come to see me once.
1655934,2,"My doctors office is retarded, ""we noticed you put in a prescription order, so we canceled it. Give us a call if you need a refill, thanks!"""
1655935,1,My dog is number 1 bae and way over these hoes &#128514;&#10084;&#65039;
1655936,1,My dog just lifted her leg to pee. She's such a butch bitch.
1655937,1,My dogs man I remember ok girl text my phone on they bs squads was ready deep thenna bitch ready to go
1655938,1,My down bitch &#128074; my crime partner &#128176;&#128299; ima bitch when he get mad &#128080; my lil doctor &#128155;&#128153;&#128149;
1655939,1,"My duck got big as fuck. 

Yes, duck, like the bird."
1655940,1,My dumbass has a redskins mcnab jersey
1655941,1,My ex just wanted a reason to continue to be a whole hoe outchea and tried to make me feel bad for a comment from a thirsty.
1655942,1,"My ex wanna work it out, bitch try yoga"
1655943,1,"My expectations are high when it comes to anything. My weed my pussy my food,my clothes n kicks, people. that shit needa be a1 to me"
1655944,1,My eyes brows finna be on fleekate fleek bitch &#128514;&#128514;&#128514;&#128514;
1655945,0,My eyes feel so chink eyed
1655946,2,My favorite DC restaurant is Charlie Palmers. @Sweet_Me_Lissa @sassylibrarian1 @taotao_salupa @tingtingbabyyyy
1655947,1,"My favorite is #picslip that's a dumb bitch, who just posted a pic and isn't sure she should have or not!"
1655948,2,My flow retarded &#128526;
1655949,2,My goal for soccer this year is to get a yellow card every game
1655950,1,My goal one day is to own a nice Rolex and wear that hoe everyday
1655951,1,"My god mother thinks im a stoner because she has someone watch my tweets lmfao, no ya boy clean as nikki minaj pussy"
1655952,2,My grandma threw out all of my raps. Ones I made from 7th grade to now. I'm literally crying. Thats all my work in the trash. &#128530;&#128532;&#128547;&#128546;&#128557;&#128560;&#128545;&#128548;&#128544;&#128127;&#128122;&#128589;
1655953,1,My grandpa hooked his friend up with some pussy in Vegas. #Praise
1655954,1,My hair is one of a kind so dont ever fix your mouth to say our hair is alike cause guess what hoe IT AINT.
1655955,2,My hair is trash. I need to put a masque on it.. But that takes so much energy that I don't have.
1655956,2,"My head too big for snapbacks&#128553;&#128532; &#128557;&#128557;&#128557;, I like beanies better anyway&#128076;"
1655957,1,My high school need to gon and throw a hood reunion party. Everybody knows we was ghetto as hell.
1655958,1,My hobbies consist of sleeping &amp; subtweeting about random people from school that don't even know me because I'm a judgemental bitch
1655959,1,My hoes Trippin lol
1655960,1,My hoes love to go shoppin
1655961,1,My hoes they do drugzzz
1655962,1,My homeboy got a hoe number on house arrest ... i said that's good she won't ask to go anywhere
1655963,1,"My honky, my honky. My motherfucking honky."
1655964,1,"My house is so piece full, thank god these little jungle bunnies are outta my face"
1655965,1,"My job some hoes, how you gonna call at 7:34 talking bout come to work at 8 &#128530; ummm no I'm staying in bed."
1655966,1,My life is going to a bitch for 6 short weeks
1655967,1,My lil bitch a vet she say she need a dog
1655968,1,"My lil bitch just called me, said she needa break. But you can leave.. Cuz bitch I'm doin GREAT!"
1655969,1,My lil cool ass bitch she from northside &#128525;&#128175;&#128184;&#128079;&#128081;&#128581;&#128079;&#128540;&#128176;&#128525;&#128525; http://t.co/HCD2ru78pH
1655970,1,"My lil cousin be hating. Bitches always want the older nigga, not my fault nor did I fuck the bitch so chill..lol"
1655971,1,My main bitch &amp; my side bitch mad at me I could give two fuckssss
1655972,1,"My main bitch and my side bitch mad at me, I could give two fucks.... all I need is two cups"
1655973,1,My main bitch called to tell me she missed me. &#10084;&#65039;&#128536; super cute love you boo. @Morgaanita
1655974,1,My main bitch is a ghost
1655975,1,My main girl Tryna get a blessing why my side hoe Tryna get affection
1655976,1,My mains riri22barbie georgegia yessssss #ladykimora turntup. #vegas bitches &#128525;&#128525; http://t.co/w7vKBT2NBp
1655977,2,My mama made me some brownies they was everything &#128553;
1655978,2,"My manager @7FLyy new brand | PRE - ORDER NOW w/
 (404) 394-1570&#160;&#160;--&gt; @sevenflyy ""Red Lust"" &amp; ""Cherry White"" beanies http://t.co/LxjMBCTgJj"
1655979,1,My manager is retarded bruh always asking siri some spellings. &#128514;&#128514;&#128514; ..this nigga is dum af doe
1655980,0,My managers a stupid cunt yes I said it
1655981,1,"My mentions &amp; tl moving fast af sorry if I'm flooding yo shit 
I'm lowkey tryna get off this hoe for yall"
1655982,1,My mf dawggg &#128175;&#128175;&#128175;&#128584;&#128584; I miss this hoe man http://t.co/6NokkwiKRL
1655983,1,My mom bitches too much
1655984,2,My mom didn't buy me Oreos she doesn't love me
1655985,1,My mom is a cunt
1655986,1,"My mom is so clueless to what's going on with me lol she like ""you can't trust negros witcha money"" lmfao whaaaat?"
1655987,1,My mom just bought a bunch of new sandles &amp; then chipped her toe nails now it's like World War 3 in this bitch
1655988,1,My mom seen my progress report &amp; was like so wtf is up wit this B bitch wtf do you NOT see them 7 A's &#128529; tf she just Ungreatful &#9995;
1655989,1,My mom told me never use the word cunt... ITS MY FAVORITE WORD!!! Cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt
1655990,2,My mom wants to buy a zebra like for reals
1655991,1,My mom's a fucking cunt dude.
1655992,1,My mom's younger brothers gonna come disrespect my mom &amp; call her a bitch &amp; my cousins gonna tell my mom to STFU! Wth..
1655993,1,My momma keep talking to me like bitch gtf I'm on Twitter.
1655994,1,My moms a worse bitch than me like ugh I can't stand that hoe.
1655995,1,My mother even bitched his bitch ass ctfu
1655996,1,"My name is Bryanna you can find me at @1bree_bree, I'm the baddest bitch you'll meet, because everybody wants to be me&#128514;&#128514;&#128514;&#9996;&#65039;&#9996;&#65039;"
1655997,1,My neice getting so big ... She ready to punch on sum bitches lol http://t.co/lRyDtD5MQb
1655998,0,My neighbors be sick when i wake um up to all this nigger music ctfu
1655999,1,My neighbors hate me cuz i smoke weed and blast the most ghetto music from my room.
1656000,2,My nephew albino albinos have astigmatisms eye spasms partial blindness its not their faults
1656001,1,"My nephew keeps tryna kiss me and I'm like bitch you got zero followers, dismiss yourself."
1656002,1,My new bitch eat a dick like a bratwurst
1656003,1,My new bitch finer than a mf but I don't understand shit she say &#128585;
1656004,2,My nicca @Elijahfnbaby swear he can see me in madden lol
1656005,2,My nicca Drake gear game is all bad lol
1656006,1,My nicca Tip can't act for shit in #Takers
1656007,1,"My niccas on sum spooky shit, hide n a cut pop out n drop a bitch"
1656008,1,My niccas was too Real fa these Streets #RIP Ike #Free Nwax http://t.co/0a2dy3vZkm
1656009,1,"My nig ""@im_me_mi: ""@oneshadowlove: yes black people live in Wisconsin lmao @80sbaby4life""shock da shit out me too #learnsomethingeveryday"""
1656010,1,My nig Todd Gurley a beast
1656011,1,"My nig been talking bout what he gonna be for Halloween since July, to excited!"
1656012,1,My nig jus found out his girl fuckin anotha nig so he meets up wit dis nigga.....
1656013,0,My nig jus said ain't nuttin worse den a fat loud hoe.tru fuckin story
1656014,2,My nig kkeldalegend took me out for some more of that good old New Orleans soul food! http://t.co/vCBKAcQBHV
1656015,1,My nig said he don't see the differences between pornos and monster ball.... My face &#128551;
1656016,1,My nigga Bolin does NOTHING but win with the bitches breh
1656017,1,My nigga calls fat bitches &#8221; porkers&#8221; lmao
1656018,1,"My nigga dm'd a bitch and said ""ur eyes are so beautiful they melt me"" lmaoooo nigga thought he was reading a romantic comedy movie script"
1656019,1,My nigga got me hanging out with his fat catfish bitch smh
1656020,1,My nigga mister meaner just hope back on the bitch
1656021,1,My nigga so stiff but his bitch even stiffer &#128175;&#128107;&#128143;&#128074;.... Me that is &#128175;
1656022,1,My nigga was drinking Gatorade like it's not Dumass hot lol bitch drink water
1656023,1,My niggah
1656024,1,My niggah I slept perfect
1656025,1,My niggah I was waiting all weekend to take these shits &#128553;&#128514;
1656026,1,My niggah my niggah...
1656027,1,My niggah watch me be awake till 5
1656028,1,"My niggas bigger then the bouncer, roll up in the bitch still smell like an ounce"
1656029,1,My nigguh
1656030,1,"My nigguh
Me naturally forever be fly!"
1656031,2,My nips are cold &#128563;
1656032,2,My nudes are trash.....
1656033,1,"My partna from Mississippi told me 2weeks ago, ""I got 2 weeks to fuck all these ok hoes, 2014 I'm stepping my game up"" &#128514;&#128514;&#128514;"
1656034,1,My phone acting retarded
1656035,1,My phone is finally back on bitches! no more TextNow
1656036,2,My phone on 10% fml I still gotta get to the yellow sign lol #motivation lol btw I zoomed in 2x lol http://t.co/LayVBieIML
1656037,2,My pits be stankin from doin dem flows. Is hard on a ol colored body in da heat. Dem white women be pushy when day want dare flows fixed
1656038,1,My playlist goes something like this smoke tracks for my niggas reggaeton/bachata for the bitches and slow jams for that lucky lady
1656039,1,My po heart still beatin fast da way dat nigger scream into dat microphone. I felt like I be at da welfare office and cut da line
1656040,1,"My problem is I got a STRONG ""IDGAF"" attitude. Ion show NO Feelings to these pussy mfs &#128175;"
1656041,1,My problem is caring about bitches &amp; noggas
1656042,1,My pussy ass car won't start.... It's scared of the cold....
1656043,1,My pussy popz Severely https://t.co/sOAH0Z1jUv
1656044,1,My pussy taste like pepsi cola.
1656045,1,My pussy tastes like Pepsi Cola &#127926;&#128527;
1656046,1,My pussy worth $15
1656047,1,"My reaction when a spoiled white kid says ""nigga"" like they a thug. #everytime #whiggers http://t.co/FZvwC7AskW"
1656048,1,My roommate is eating so obnoxiously I wanna fucking slit his throat
1656049,1,My sex game better than yo ex niggah
1656050,2,My shift won't be over no time so in the mean time im doing what I have to go to get by. And if it means tweeting trash I will
1656051,1,"My side pieces have real jobs, nigga, I don't fuck with no birds"
1656052,1,My sister called the chinks an asked was they open ctfu she fried!!
1656053,1,"My sister is a bitch. My nephew got his first haircut, and he's bald &#128557;"
1656054,1,My sister is such a bitch &#128514;&#9994; http://t.co/TsjmaQ62yb
1656055,1,My sister is such a bitch to me when she don't get her way
1656056,1,My sister said my step mom is a cunt. &lt;3 i love my Sister (:
1656057,2,My sister told me that I look like a bird. While my past told me that I look like an alien.
1656058,1,"My sisters bitching that she has school tomorrow , like I don't &#128530; fuck up hoe at least you aren't up studying right now!"
1656059,1,My slap a bitch sense is coming &#128530;
1656060,2,"My son is 9 and still has issues tying his shoes because he's barefoot all the time, in case you wanted to know my hillbilly status."
1656061,1,My stomach hurt like a bitch yoo
1656062,1,My tail just said he dropped 20k to pay off the last of his student loans and clams he is broke. Nigga u just dropped 20k like its nothing
1656063,1,"My taste in music goes from love song to ""pop that pussy bitch"" in like .5 seconds."
1656064,2,"My teacher always says ""Has a man ever abused his wife while using marijuana? Not unless she hides the Oreo cookies then she deserves it."""
1656065,1,My teacher called my mom cus I was eating in class ... -.- fucking bitch
1656066,1,My teacher talm bout she would make every senior go to da army fa 2yrs &#128530; bitch please meat ainnn doin uh damn thang
1656067,1,My two main wiggas and I @chloetarantino http://t.co/oAyBFEJh54
1656068,1,My walmart tee's count as designer? RT @StonyXx: These niggas hoes in designer clothes &#128557;
1656069,1,My whole goal is to fuck someone bitch and cause turmoil in a happy relationship &#128523;
1656070,1,My wigga RT @showysantoro Ryan Gosling knocked up Eva Mendes swag that man the fuck out
1656071,1,My wigga... http://t.co/1pbGYaoW3N
1656072,1,My worse bitch looks better than your main bitch. Now that's bad right there lol
1656073,1,Mykel stay wit all the bad bitches &#128514;&#128557;&#128530;
1656074,1,N I'm so tired of hearing *he wouldn't do it for u * ol bitch he wouldn't have too my people dont play on my end
1656075,1,N dat bitch sound like a man if dats ya grandma fucc yu too
1656076,1,N then the hoe sooooo ugly like bitch you ugly dog like dumb stupid ass ugly like &#128514;&#128514;&#128514;&#9996;&#65039;&#128129;&#128581;&#128076;&#128080;&#128080;
1656077,1,N%a hit the butta slide at the end of that bitch &#128514;
1656078,1,NBA ALLSTAR weekend is an unofficial negro holiday
1656079,2,"NBA, handle your zebras."
1656080,2,NEVERMIND I FOUND THEM. ...in the trash...
1656081,2,"NEW Nashville Noise! @LukeBryanOnline loves burgers, @DierksBentley honky tonks, and @ChrisYoungMusic grabs a pizza. http://t.co/sCCDyhE6EY"
1656082,1,"NEWS FLASH!
When you pay TAXES, you are paying for everything you bitch about!
#IRS #GovernmentAffairs #obamacare http://t.co/D5SPVgJxto"
1656083,1,NEWS FLASH: Obama won the election and increase their numbers in congress. Stop with the bullshit already and compromise bitches!
1656084,2,NFC South is trash juice
1656085,2,NJ-Sole Sole Sauce! Get those soles icy again! http://t.co/kL5KBdIBkh
1656086,1,"NO, you don?t have ?haters?. People just don?t like you. Get over yourself hoe."
1656087,2,"NYC Media last week: LOL, look at the flyover peckerwoods freaking out.

NYC Media now: BRING OUT YOUR DEAD."
1656088,1,"Na nigguh I don't know how you "" rock"""
1656089,1,Nah @PrimeTimeLewis really the man at BG breh nigga got random bitches at the bar coming up to me like I attend the university this is crazy
1656090,2,Nah Electric Fairy Tale seems cool but I'd rather buy some drugs with that money
1656091,1,Nah I definitely gotta find me a bitch to drive me around in my whip while I'm drunk to this Ty Dolla $ign tape b it's only right
1656092,1,Nah Mimi a bitch
1656093,1,"Nah bitch apples apples apples!

but bitch nawl cuz oranges oranges oranges! bitch. You dumb as fuck."
1656094,1,Nah bitch you just ugly
1656095,1,Nah fuck Bungie they ain't givng me nNO drops. Stingy ass niggas. RT @CaratCutClarity: You trash at destiny if you aint at least 25
1656096,1,"Nah fuck em bitter heat bitches ""@YeIIowbang: Funny seeing heat and bulls fans get along lol"""
1656097,1,"Nah if she wus freak an got smutted by multiple niggas, you jis then cuffed up a hoe..."
1656098,1,Nah just yo hoe she just swung matter fact RT @iiAK: @_VinChi3 yu get hoes?!? &#128551;
1656099,1,Nah my nigga just tried to set me up with the ugliest bitch of all time at the club just now. We officially ain't friends no more dawg wtf
1656100,1,"Nah nicca! WTH are my cheese fries?! &#128530; RT @swiper252: @VonshayeB get me one, bring it to the barber sshop at 11 please &#128525;&#128525;&#128536;&#128536;"
1656101,1,"Nah nicca, its to light to be my dark ass lol RT @swiper252: @VonshayeB and.i knowww thats your baby picture lol"
1656102,1,Nah nicca.. you GOT GAS! &#128541;&#128514;&#128514;&#128514;RT @SpaceJam_Teeg: @VonshayeB &#128514;&#128514;&#128514; blowing gas &#128548;
1656103,1,Nah these hoes DMs broke tho
1656104,1,"Nah watch the hoes thats jus gettin fucked start tweetin bout ""Make Love"""
1656105,1,Nah we still up. RT @Tweets_NOchill: All the flat booty bitches asleep yet or Nah?
1656106,2,Nah. ITS OVER&gt; People don't tell #artists what do to. That's defies the definition of what WE ARE TRYING TO SHOW #youpeople. #retards #game7
1656107,1,Naked bitches give me bubble baths
1656108,1,Nannie bitch don't talk to that hoe with ha extra bs ass @lilmenifee__ &#128514;&#128514;&#128514;&#128553;&#9996;&#65039;&#128175;&#128079;&#128581;&#128078;
1656109,1,"Naomi Campbell, Rihanna, Miley Cyrus?...Crazy bitches lol"
1656110,1,"Nappy chin hairs, bitch I'm mothafuckin q!"
1656111,2,National Review calls #gay marriage 'lawlessness' http://t.co/QpTreDa6yv #oregon #tcot #gop #NOM #lol #teabaggers
1656112,1,"Naturally, when a shitty leftist rag talks trash about another shitty leftist rag, you better fall in line. Or you're out of the club. #crw"
1656113,2,Nature's majesty is beautiful! *melts butter* RT @AP: PHOTO: Rare blue-colored red king crab caught in Alaska waters: http://t.co/Ia5kFoU2B3
1656114,1,Naughty mature AV model has her sweet pussy spread by a huge&#160;dick http://t.co/IggAOoG0K7
1656115,1,Naw I'm just playin I only fucked with bad bitches
1656116,0,Naw RT @BakeGriffin Am I the only one mad that ESPN gonna be talking about faggot ass Penn State all week?
1656117,1,Naw bitch I ain't meek mills http://t.co/wgiLmxT0mc
1656118,1,Naw bitch you goin against a monster lol lyrical maniac
1656119,1,Naw she not a hoe she just a Freeky Girl
1656120,1,Nawwww If you a hoe you sittin on the floor and not my damn couuuuuch&#128131;
1656121,1,Nd these hoes all kno I'm workin wit a 9 I ain't talking bout a gun I'm talking feel it in ya spine
1656122,1,Nd y'all thought bitches knew how to accessorize http://t.co/f8yDxkaz
1656123,0,Need a bitch to drop it down for a niggah
1656124,1,Need some Hispanic pussy
1656125,1,Nelly got all the hoes singin lol
1656126,1,Neva trust a bitch
1656127,1,Never again will I put so much into a relationship unless the bitch ACTUALLY puts more effort into it than me.
1656128,1,Never argue with a bitch that's at the bottom of the food chain. &#128129;
1656129,1,Never been a bitch!
1656130,1,Never bring these hoes to my house cause these bitches talk
1656131,1,Never did like that bitch
1656132,1,Never gas hoes but I do take they ass home
1656133,1,Never give a bitch the impression that u need them
1656134,1,Never give the next bitch an opportunity to prosper off of your name....
1656135,1,Never go full retard....
1656136,1,"Never keep leeches in your life. If bitches take more than they give, it's time to cut them off"
1656137,1,"Never leave your trust in a bitch,"
1656138,1,Never let a boy make you feel like you're anything less than a bad bitch
1656139,1,Never let them hoes get in between of what we started
1656140,1,Never lettin dat nigguh used twitter in my phone again
1656141,1,Never messed with a hoe that went to jail unless I didn't know her last name
1656142,1,Never put nothin pass these hoes cause all of these hoes straight ratchet
1656143,1,Never seen a pussy he didn't like.
1656144,2,"Never seen a tinted yellow tongue before. 

She just ate a lemon jolly rancher?"
1656145,2,Never seen purple bird poop until today lol http://t.co/4Psdx11Uu1
1656146,1,Never seen yo bitch but I bet I could fuck her on the first day
1656147,1,"Never take a bitch where you stay 

Never keep work where you lay"
1656148,1,Never tell a bitch that I love her
1656149,1,Never tell a bitch what u up to..
1656150,1,Never that serious RT @C_thaqueen: Thought you was Finna cruise with a new bitch &#128553;&#128273;&#128298;&#9995;? http://t.co/MvCnPYtXo8
1656151,1,Never trust a bitch cause these bitches fuckin' anyone. Say you know a faithful bitch where she at? I Gotta get me one
1656152,1,Never trust a bitch you took from a nigga &#128175;
1656153,1,Never trust a nicca who volunteers another man info ..
1656154,2,Never turned my back on the birds
1656155,1,Never will we be an item. Psycho bitch!
1656156,1,"Neverrr, play me for stupid because I'm far from it.. You bitches might be stupid. But not me &#128581;"
1656157,2,New @TimbersFC jersey should be yellow with a green chevron stripe like charlie brown's jersey
1656158,1,"New Avi bitches, be weak"
1656159,1,New bitch already and it's the second episode .
1656160,1,New boss said my buttons on my shirt can't be white. So I colored them hoes with a sharpie &#128514; glossy
1656161,1,New pussy ain't always better
1656162,2,"New show announced in Lutsen, MN at Papa Charlies on December 11, 2010 http://artistdata.com/a/2oy4"
1656163,2,"New show announced in Lutsen, MN at Papa Charlies on January 29, 2011 http://artistdata.com/a/33ck"
1656164,1,New song coming out Ray rice that hoe http://t.co/bUl6ISsMFH
1656165,1,"New strategy to get bitches:

Be Bruno Mars"
1656166,2,New test makes your poop neon colored if you have colon cancer &#8594; http://t.co/GiGzo0ntpD
1656167,1,"New years ever, get at me bitch. #loaded #GFU #2013 #&#127881; http://t.co/3kkviDM5"
1656168,1,Next Sunday faggot @leiacatherinexx
1656169,1,Next bitch I fuck. I'm goin to her spot lol
1656170,0,Next time u gone call a darky a nicca..call dat coon a jungle bunny#Boondocks P.S. I... http://t.co/ug647wUIE4
1656171,2,Next time you leave magic trash in my jacket try not to have your initials written on them. @whatupag http://t.co/tFV1cZtr
1656172,1,Nicca In my DM talkn bout follow his Instagram .. Lame nicca I now no longer follow you on twitter .. #WhereTheyDoThatAt
1656173,1,Nicca n dis bitch playin games on his phone
1656174,1,Niccas be gassing hoes they never gone pop .. Smh ... Prolly never gone meet her! #WastedEnergy
1656175,1,Niccas be hating on my nicca Jeezy ... #RealTalk
1656176,1,Niccas be walking 4 flats to catch a nicca they kno in the club
1656177,1,Niccas been deerin me err weekend but I bet I hit dat A dolo dis weekend if niccas playin &#9996;&#65039;
1656178,1,Niccas catchin dem theft under $500 charges out here...shit ugly I guess niccas Tryn get it fa da holidays &#128557;&#128514;&#128514;&#128514;&#128514;
1656179,1,Niccas get a few dollars and start playing these roles tryna shit on yo niccas instead of playing these hoes &#128530;&#128530;
1656180,1,Niccas use to be like you always Tryn pull a finesse....Duh nicca I need mine
1656181,1,Nice base running again by the @Yankees. Fucking ponderous.
1656182,2,"Nicholas Rushlow, wearing lucky yellow shirt, nails ""theophylline"" - ""bitter crystalline compound extracted from tea leaves"" #spellingbee"
1656183,1,Nick Cannon movie.. &#171;@arigold_88 A 31 year old bitch in Texas was pretending to be 15 and went to high school 6 months!&#187;
1656184,1,Nicki gottem MAD AS FUCK tho. However credit due to cassidy for the response he didn't diss nicki but killed you lookin ass bitches
1656185,1,"Nicki said ""fuck those skinny bitches""...uh oh"
1656186,1,Nigga I fire this nina like it's the first day in the job and the bitch over slept.
1656187,1,"Nigga I got pill poppin bitches in the backkkk, of the Cherokee"
1656188,1,Nigga Tyrese on Walking Dead is a bitch smh
1656189,1,Nigga a dyke RT @2Girls1Richard: .. RT @_AyooTeezy: Melo garbage ass just now hitting 20k
